designation,name,work_type,involvement,employees_count,job_details,industry,level,City,State
Data Analyst,Societe Generale Global Solution Centre,Hybrid,Full-time,5001,"About the job Job ID - 2300007E/2300007G Role & Responsibility• Understanding and mapping data between different systems.• Also responsible for development, maintenance, delivery and support of Data warehouse which includes SSIS Packages and business intelligence reporting solutions.• With good understanding of Data warehouse and ETL concepts, must provide technical design and solutions while working with Project Managers, Architects and Testing teams. • Provide support to business by managing and fixing issues in Production & non production environments.• Ensure continuous improvements by monitoring performance issues, recurrent incidents and plan and execute technical enhancements• Manage timely alerts, communication and notifications to stakeholders on deliveries• Coordinate other teams (Users, Infra, etc) for scheduling the testing & production releases, should actively perform on various testing such as Deployment and Rollback testing• Provide guidance to IT management in establishing both a short-term roadmap and long-term BI strategy.• Reporting to Higher Management and stakeholders on the deliveries with KPIs and appropriate actions/comments.• Take part in discussions on BI/DW forums alongside peers to the benefit of the organization Profile Required Profile- Total experience of 6+ years- Informatica / Talend, SSIS- Working knowledge & Experience in developing solutions and Maintaining using Informatica / Talend, SSIS : Development, Configurations, Release & Deployment, Monitoring and Troubleshooting - Experience on working in SQL Server with working knowledge of writing stored procedures, views etc. (SQL Server 2016/17 or above)- Working experience with Data warehousing projects development including Database Design, Data Modelling, Database Development & Maintenance, DBA experience- Strong fundamentals in Data warehousing and BI concepts, Good knowledge of Dimensional Modelling Concepts- Familiar with Agile development methodology (development lifecycle)- Good to Have (Not Mandatory) : Other BI Tools - Qilkview, PowerBI, Cognos etc- Good to Have (Not Mandatory) : Experience with Financial domain, Previous experience with Leasing domain.", Information Technology & Services, Associate,Bengaluru,Karnataka
.Net Developers,HCLTech,Hybrid,Full-time,10001,"About the job Greetings from HCL Technologies! We have multiple open positions for Asp.net MVC (Permanent position with HCL payroll) Work Location: Hyderabad/Chennai/Bangalore/NoidaExperience: 4+ yearsInterview date : February-11 2023 (Saturday)Notice : Immediate -60 days preferredInterview Mode : Virtual ( Teams invitation will be sent) Job description : [ Technical area looking for ] MVC Architecture - Models, Views and ControllersData Transfer from Controller to View and Controller to ControllerRoutingRazor Syntax, HTML HelpersSecurity - Authentication/Authorization, Antiforgery TokenValidations, FiltersException HandlingEntity FrameworkCRUD using ADO.Net Please fill the below details and send updated resume to k.abinaya@hcl.comName:Email ID:Mobile :Total ExpRelevant Exp :Current Company (Payroll):Current Location:Preferred Location:Current CTC:Expected CTC:Notice period :Interview date: February-11 2023 (Saturday)Available Time (10:00 AM - 4:00 PM) :", IT Services and IT Consulting, Mid-Senior level,Chennai,Tamil Nadu
Golang Developer,OntoBorn Technologies LLC,Remote,Full-time,1,About the job Job description We are a group of self-motivated guys having one thing in common - our passion for computer science! We are a team of young entrepreneurs dedicated to providing high-quality software solutions for customer problems. Roles and ResponsibilitiesWriting high-quality code in GoFollowing best practices including Test-driven developmentCollaborate with the team of EngineersWork efficiently and communicate effectively Contract length: 6 monthsExpected Joining Date: Within 15 daysSalary: ₹1.5 lakhs per monthEmployment TypeContract,Not Avilable,Not Avilable,Chennai,Tamil Nadu
Golang Developer,LTI - Larsen & Toubro Infotech,Hybrid,Full-time,10001,"About the job Greetings from LTIJob Role: Cloud Specialist (AWS Golang)Experience:3 to 5 YearsLocation: All LTIMindtree locationsNotice: 30 Days, currently serving JOB DESCRIPTION: AWS Lambda implementation using Golang.- AWS Infrastructure creation and maintenance.- Deployment of various project-specific artifacts to AWS services using CFN and serverless.- Integrating RDS, Lambda, and API gateway service.- Hands-on with creating HTTP endpoints and open-api specifications.- Hands-on with various AWS services such as REDIS, cloud watch monitoring, ECS, etc", Information Technology & Services, Mid-Senior level,Bengaluru,Karnataka
Golang Developer,Haparz,Remote,Contract,51,"About the job NO FRESHER WILL BE PREFERRED HIRING We are looking for Golang Developer as an Employee or Freelancer for our IT company. Location:- Work from HomeExperience:- 4+ years (No Fresher Will Be Preferred)Budget:- 1.50-1.80LPMNotice Period:- Immediate Joiner or 15 daysJob Type:- Dual Job/ Full Time/ Freelancer/ Contractor Job description Strong knowledge of Go programming language paradigms constructs and idioms Knowledge of common Go routine and channel patterns Experience with the full site of Go frameworks and tools. Dependency management tools such as Godep Sltr etc Go s templating language Go s code generation tools such as Stringer Popular Go web frameworks such as Revel Router packages such as Gorilla Mux Ability to write clean and effective Godoc comments Knowledge and Experience in Java, Spring boot, Microservices Having Cloud knowledge and certification would be added advantage Will be responsible for critical services in a global ecommerce solution Primary Skill Strong knowledge of Go programming language paradigms constructs and idioms Knowledge of common Go routine and channel patterns Experience with the full site of Go frameworks and tools. Dependency management tools such as Godep Sltr etc. Secondary Skill Router packages such as Gorilla Mux Ability to write clean and effective Godoc comments Knowledge and Experience in Java, Spring boot, Microservices Having Cloud knowledge and certification would be added advantage",Not Avilable,Not Avilable,Bengaluru,Karnataka
SQL Developer,Tata Consultancy Services,On-site,Full-time,10001,"About the job Greetings from TCS Hiring PLSQL Developers at PAN India locations!!! Role- PLSQL DeveloperExperience Range- 2 to 6 years (not for freshers)Location- PAN IndiaMinimum Qualification: 15 years of full-time education. Must have:2 years of experience with PLSQL.Strong working skill in PL/SQL (stored procedures, packages, functions, triggers).Should have Expertise in SQL and PL/SQL programming, developing complex code units.Strong working knowledge of Oracle Advanced PLSQL including Collection, PL/SQL Data Types, Dynamic SQLBasic Knowledge of Performance tuning of SQL and PLSQL. Role Description:Designing databases and ensuring their stability, reliability, and performance.Design, create, and implement database systems based on the end user's requirements. Improve application's performances.Prepare documentations for database applications.Memory management for database systems.", IT Services and IT Consulting, Associate,Kolkata,West Bengal
.Net Developers,W Beyond Private Limited,Remote,Contract,11,"About the job The ideal candidate should have 2 to 5 years of experience .Net development Good communication and ability to collaborate with teams Optionally, Power BI, Database Responsibilities• Participate in requirements analysis • Write clean, scalable code using .NET programming languages • Test and deploy applications and systems • Revise, update, refactor and debug code • Improve existing software • Develop documentation throughout the software development life cycle (SDLC) • Serve as an expert on applications and provide technical support Requirement:• Proven experience as a .NET Developer or Application Developer • Familiarity with the ASP.NET framework, SQL Server, and design/architectural patterns (e.g., Model-View-Controller (MVC)) • Knowledge of at least one of the .NET languages (e.g., C#) and HTML5/CSS3 • Familiarity with architecture styles/APIs (REST, RPC) • Experience with PowerBI • Experience with databases • Basic coding and debugging • Understanding of Agile methodologies • Excellent troubleshooting and communication skills • Attention to detail • BSc/BA in Computer Science, Engineering or a related field",Not Avilable,Not Avilable,Hyderabad,Telangana
Data Analyst,Jobs for Humanity,On-site,Full-time,11,"About the job Company Description Jobs for Humanity is dedicated to building an inclusive and just employment ecosystem. Therefore, we have dedicated this job posting to individuals coming from the following communities: Refugee, Neurodivergent, Single Parent, Blind or Low Vision, Deaf of Hard of Hearing Black, Hispanic, Asian, Military Veterans, the Elderly, the LGBTQ, and Justice Impacted individuals. If you identify with any of the following communities do not hesitate to register. Company Name: FIS Global Job Description Position Type : Full time Type Of Hire : Experienced (relevant combo of work and education) Education Desired : Bachelor of Computer Engineering Travel Percentage : 0%About the opportunityAre you curious, motivated, and forward-thinking? At FIS you’ll have the opportunity to work on some of the most challenging and relevant issues in Oracle and Cloud technology team. Our talented people empower us, and we believe in being part of a team that is open, collaborative, entrepreneurial, passionate and above all fun. About the team The Finance DataOps team delivers enterprise-wide analytics products (datasets, reports, dashboards) to our internal customers. Join us in building out our DataOps team that will directly impact the operations and decisions for thousands of internal customers, ranging individual contributors to senior management. Satisfy your curiosity and desire to learn while applying your technical acumen to building analytic data products that will help articulate and answer business questions that matter. What you will be doing :As the DataOps Engineer that will focus more on back-end aspects of our data products you will:Develop & maintain a data model and related data flows/pipelines for a consolidated ""sales data hub"" across the lines of business at FIS (Merchant Solutions, Capital Markets and Banking Solutions).Own the testing and QA process (for data and business logic) and review/approve change requests.Monitor and Ensure the stability of our development platform on MS Azure, that includes Azure SQL Databases, ADF/SSIS based orchestrationParticipate in analysis and designs sessions with business, other agile teams and provide expertise and guidance to technical resources.Ensure our team’s development stories are sprint ready by contributing with relevant technical details (test cases, constraints, necessary references).Other related duties assigned as needed. What you bring:Bachelor’s degree in business or information technology or the equivalent combination of education, training, or work experience.Data engineering experience on the cloud, preferably on the Azure platform.Advanced data management and data wrangling expertise that includes SSIS development, solid SQL skills and a good understanding of the intricacies of building data flows/pipelines.Ability to analyse source data systems to identify and document complex data mapping, business rule analysis, functional and non-functional requirements.Ability to contribute in enterprise-wide data governance and data management efforts.Solid understanding of visualizations tools (Tableau, PowerBI) and integration aspects to various data sources.Familiarity with working in the Agile/SCRUM framework. Added bonus if you have:Microsoft, Azure Certifications.Sales and Finance area reporting experience and SME.CRM experience with Dynamics and/or Salesforce.JIRA experience. What we offer youA competitive salary and a fantastic range of benefits including private medical cover, dental cover and travel insurance.Varied and challenging work to help you grow your technical skillset.A broad range of professional education and personal development opportunities.A work environment built on collaboration, flexibility and respect. Privacy Statement FIS is committed to protecting the privacy and security of all personal information that we process in order to provide services to our clients. For specific information on how FIS protects personal information online, please see the Online Privacy Notice. Sourcing Model Recruitment at FIS works primarily on a direct sourcing model; a relatively small portion of our hiring is through recruitment agencies. FIS does not accept resumes from recruitment agencies which are not on the preferred supplier list and is not responsible for any related fees for resumes submitted to job postings, our , or any other part of our company. #pridepass", Non-profit Organizations, Mid-Senior level,Pune,Maharashtra
Golang Developer,Antino,On-site,Full-time,201,"About the job Profile - Golang DeveloperExperience - 2+ YearsLocation - GurugramImmediate to 15 days joiners preffered ResponsibilitiesBelow are some of the responsibilities a Golang developer is expected to undertake in their position:must have experience in GO LanguageExpertise in programming language (JAVA, C++, REACT etc)Product based experience is preffered.Should have experience in Database- SQL, NO SQLlow level to mid level system design.must have experience in Networking and Microservices architecture. Implement AWS containers to support Go implementation and successful repository maintenance Utilize Kubernetes to ensure successful application development, deployment, and scaling Implement Docker for smaller-scale applications that require simpler deploymentsREST API access is available for enterprise-grade finance customers on-demand Manage multiple projects within reasonable design specifications and budget restrictionsImplement feedback and changes whenever possible Create visualizations that convey accurate messaging for the proiect. Job Qualifications and Skill Sets• Provable proficiency in Go programming• Excellent written and verbal communication skills• Minimum of two years experience working in programming or information technology• Attention to detail• Knowledge in Java or Python is plus• Strong analytical skills• Time management and organizational skills• Knowledge of Go templating, common frameworks, and toolS• Experience working with a team",Not Avilable,Not Avilable,Bengaluru,Karnataka
Blockchain Developer,Gravity Infosolutions,Remote,Full-time,51,"About the job Skill: Metaverse Developer-ContractExperience: 3+ yearsType: ContractDuration: 3-6 MonthsShift: Regular ISTLocation: Remote Job Description: We are seeking a highly skilled and experienced Metaverse Developer to join our team. The Metaverse Developer will Be responsiBle for designing and building virtual worlds and experiences within the metaverse. The ideal candidate will have a strong background in game development, 3D modelling, and virtual reality, as well as experience with Unity, Unreal Engine, or other similar platforms. Responsibilities:Design and develop virtual worlds and experiences within the metaverse Utilise game development and 3D modeling skills to create immersive environments Work with a team of developers, designers, and artists to create engaging and interactive experiences CollaBorate with other departments to ensure seamless integration of virtual worlds into the metaverse Stay up—to—date with the latest trends and advancements in virtual reality and metaverse technologies Qualifications: Strong background in game development, 3D modelling, and virtual reality Experience with Unity, Unreal Engine, or other similar platformsStrong understanding of 3D modelling and animation techniquesExcellent problem—solving and debugging skills Strong communication and collaboration skillsExperience with VR/AR development and VR/AR technologies is a plus Education and Experience: Bachelor's degree in Computer Science, Game Development, or a related field- 3+ years of experience in game development or virtual reality", IT Services and IT Consulting, Entry level,Bengaluru,Karnataka
Data Analyst,IDFC FIRST Bank,Hybrid,Full-time,10001,"About the job Roles & Responsibilities: Minimum 2-3 years of Data Engineering experience Proven experience in in SQL, Spark, Hadoop ecosystem Have worked on multiple TBsof data volume from ingestion to consumption Work with business stakeholders to identify and document high impact business problems and potential solutions Good understanding of Data Lake/Lakehouse architecture and experience/exposure to Hadoop (cloudera, hortonworks) and/or AWS Work on end-to-end data lifecycle from Data Ingestion, Data Transformation and Data Consumption layer. Versed with API and its usability A suitable candidate will also be proficient in Spark, Spark Streaming, hive, SQLs A suitable candidate will also demonstrate experience with big data infrastructure inclusive of MapReduce, Hive, HDFS, YARN, HBase, Oozie, etc. The candidate will additionally demonstrate substantial experience and a deep knowledge of relational databases. Good skills in technical debugging of the code in case of issues. Also, working with git for code versioning Creating Technical Design Documentation of the projects/pipelines Secondary Responsibilities :Ability to work independently and handle your own development effort.Excellent oral and written communication skills Learn and use internally available analytic technologiesIdentify key performance indicators and create educational/deliverables path to achieve the sameUse educational background in data engineering and perform data mining analysisWork with BI analysts/engineers to create prototypesEngage in the delivery and presentation of solutions", Banking,Not Avilable,Mumbai Metropolitan Region,Maharashtra
Data Analyst,The Good Glamm Group,Hybrid,Full-time,1001,"About the job Experience: 2 to 5 Years Skills: SQL, DBT, Airflow, Python, Golang, PostgreSQL, Clickhouse, BigQuery, Kafka/RabbitMQ, Data Scraping, System Design, ETLs, REST Work Location: Gurgaon/Bangalore/Remote We are seeking an experienced Analytics Engineer to join our team. The ideal candidate will have a strong background in Python, SQL, dbt, Airflow, and core database concepts. As an Analytics Engineer, you will be responsible for managing our data infrastructure, which includes building and maintaining robust API integrations with third-party data providers, designing and implementing data pipelines that run on schedule, and working with business, product, and engineering teams to deliver high-quality data products. Key Responsibilities: Design, build, and maintain robust API integrations with third-party data providersDevelop and maintain data pipelines using Python, dbt, and AirflowCollaborate with business, product, and engineering teams to deliver high-quality data productsMonitor and optimize data pipelines to ensure they run on schedule and with high performanceStay up-to-date with the latest developments in data infrastructure and analytics technologiesTroubleshoot and resolve data pipeline and integration issues as they arise Qualifications: Strong experience with SQL, dbt, Airflow, and core database conceptsExperience with building and maintaining API integrations with third-party data providersExperience with designing and implementing data pipelinesStrong problem-solving and analytical skillsExcellent communication and collaboration skillsExperience with big data warehouses like BigQuery, Redshift, or ClickhouseExperience with data visualization and analysis tools such as Metabase, Tableau or Power BI is a plusFamiliarity with cloud platforms such as AWS or GCP is a plusIf you are passionate about data infrastructure and analytics and are excited about the opportunity to work with a talented team to deliver high-quality data products, we want to hear from you! Apply now to join our team as an Analytics Engineer.", Internet Marketplace Platforms, Mid-Senior level,Delhi,Delhi
Node Js Developer,Tata Consultancy Services,On-site,Full-time,10001,"About the job Greetings from TCS!!! TCS presents an excellent opportunity for Node JSLocation: PAN INDIA Experience Range: 2 - 7 YearsLocation :Chennai, Hyderabad, Kolkata, Pune, Bangalore, New DelhiMandatory Skills: Nodejs, JavaScript, html, CSS, Job descriptionTCS has always been in the spotlight for being adept in the next big technologies. What we can offer you is a space to explore varied technologies and quench your techie soul. Must have skills: Built, delivered and supported RESTful APIs Node JS, Angular JS, MongoDB Interested professionals send your updated CV & the below details at the earliest: • Total Experience:• Relevant Experience:• Education or career gap (if any):• EP Reference Number (if already registered with TCS) –• Attended TCS interview before if any mention the details• Current and Preferred Location:• Contact number• Highest Education (Full Time) :• University name• Current CTC and expected CTC• Notice Period: You can share your resumes with subject line ""Node JS"" to giri.rahul3@tcs.com", IT Services and IT Consulting, Associate,Chennai,Tamil Nadu
Data Analyst,Alp Consulting Ltd.,On-site,Full-time,201,"About the job One of our esteemed MNC client is looking for Data Engineer. Location: Chennai/PuneExp: 5+ yrsData Engineer Skill set:· Lambda.· Airflow, EMR, PySpark for batch pipeline support.· Knowledge of GCP may be useful for the NewsID+ project but not required.", Human Resources Services, Mid-Senior level,Chennai,Tamil Nadu
Data Analyst,Uplers,Remote,Contract,1001,"About the job Profile: Data EngineerExperience: 6+ YearsLocation: Permanent RemoteContract:12Month (Can be extended)Shift time:3.30pm to 11.30pm IST What is Uplers Talent Network? Uplers Talent Network is a place where top talents meet the right opportunities. It is a platform for every candidate looking for a perfect opportunity to work with global companies on a contractual basis. Our talent network is a place for top Indian talents who can benefit from the platform and gain access to global career exposure. With us, you'll get the support, guidance, and opportunities that you need to take your career to the next level. So, if you're ready to embark on the journey of your next challenge, we're ready to be your engine! Contractual PositionA contractual position usually requires you to sign and agree to the terms of a contract before you begin working. This structure can offer a variety of commitments that allow you to refine established skills and create new ones. Uplers Talent Network brings contractual positions with benefits like:✔ Higher pay than industry standards✔ Full-time position✔ Ability to gain different skills in a short period✔ Control over your career Perks of joining Uplers Talent Network:Talent Success Coach: Get connected with a dedicated coach to guide you before, during as well as after your assignments with our clients.Payout: Get paid in global currencies and earn more than industry standards.Opportunity: Work with international companies and get global exposure with exciting projects.Mobility: Work from the comfort of your living room couch or even a breezy beach. How to become a part of our Talent Network?Take the first step, register on our portalClear the decks and fill out the application formGear up, clear the 3-stage assessment processAnd yes! Become a part of Uplers Certified Talent Network Customer-focused, Self-driven, and Motivated with a strong work ethic and a passion for problem-solving.7+ years of designing, implementing, tuning, and managing services in a distributed, enterprise-scale on-premise, and public/private cloud environment.Familiarity with infrastructure management and operations lifecycle concepts and ecosystem.Hadoop cluster design, Implementation, management, and performance tuning experience with HDFS, YARN,HIVE/IMPALA, SPARK, Kerberos and related Hadoop technologies are a must.Must have strong SQL/HQL query troubleshooting and tuning skills on Hive/HBase.Must have a strong capacity planning experience for Hadoop ecosystems/data lakes.Good to have hands-on experience with – KAFKA, RANGER/SENTRY, NiFi, Ambari, Cloudera Manager, and HBASE.Good to have data modeling, data engineering, and data security experience within the Hadoop ecosystem. Good to have deep JVM/Java debugging and tuning skills.Certification on any of the leading Cloud providers (AWS, Azure, GCP ) and/or Kubernetes is a big plus.Customer-focused, Self-driven, and Motivated with a strong work ethic and a passion for problem-solving.7+ years of designing, implementing, tuning, and managing services in a distributed, enterprise-scale on-premise, and public/private cloud environment.Familiarity with infrastructure management and operations lifecycle concepts and ecosystem.Hadoop cluster design, Implementation, management, and performance tuning experience with HDFS, YARN,HIVE/IMPALA, SPARK, Kerberos and related Hadoop technologies are a must.Must have strong SQL/HQL query troubleshooting and tuning skills on Hive/HBase.Must have a strong capacity planning experience for Hadoop ecosystems/data lakes.Good to have hands-on experience with – KAFKA, RANGER/SENTRY, NiFi, Ambari, Cloudera Manager, and HBASE.Good to have data modeling, data engineering, and data security experience within the Hadoop ecosystem. Good to have deep JVM/Java debugging and tuning skills.Certification on any of the leading Cloud providers (AWS, Azure, GCP ) and/or Kubernetes is a big plus. Uplift with UplersUplers believes in connecting people. Being a people-first organization, Uplers constantly strives for individuals who won't just keep up, but break new ground. Helping you find what’s next is what we’re all about. It doesn't surprise us that we are growing and becoming one of the most popular companies in the industry. All set to enter the #WorldOfAwesomeness? Hit the Apply button!Please share your updated resume at paridhi.s@uplers.in", IT Services and IT Consulting, Mid-Senior level,Bengaluru,Karnataka
Data Analyst,iQuest Management Consultants,On-site,Full-time,501,"About the job AZURE DATA ENGINEER Experience: 3-5 YrsLocation: MumbaiCTC: Rise on CCTC SKILLS: SQL, PySpark, Data brick, Data Factory · Effective communication skills· Excellent judgment, analytical thinking, and problem-solving skillso Must Have : Azure, Scripting Language (SQL, PySpark), Data Factory o Good to have : Data Bricks · Hands on experience with Spark or other Python frameworks.· Python coding will be required on a periodic basis to support the application Responsibilities. · Write reusable, testable, and efficient code.· Design and implement of low-latency, high-availability, and performant applications.· Integration of user-facing elements developed by front-end developers with server side logic.· Implementation of security and data protection.· Integration of data storage solutions.· Performance tuning, improvement, balancing, usability, automation· Test and review the codes to meet quality standards. Great to have skills: · Knowledge on micro services platform ( Not Mandate)· Enthusiasm for Solving problems and willingness to learn.",Not Avilable,Not Avilable,Mumbai,Maharashtra
Angular Developer,Tata Consultancy Services,On-site,Full-time,10001,"About the job TCS has always been in the spotlight for being adept in “the next big technologies”. What we can offer you is a space to explore varied technologies and quench your techie soul. As a Developer, you will capture data to translate and transform it into a processing language and build industry specific solutions based on industry needs, manage and upgrade existing applications Must-Have – PrimaryAngular 6+, NODEJS, HTML, CSS, Java Script, Code quality tools Good -to have Angular JS, Bamboo/bitbucket- CI/CD, SaaS Offering, AWS, Jasmine Test Cases Responsibility Work with business team and understand the criteria, develop code, unit test and integrate with other components of the application Experience with Agile methodologies - Scrum, Continuous integration Location: Hyd/Pune/Indore Minimum Qualification:• 15 years of full-time education• Minimum percentile of 50% in 10th, 12th, UG & PG (if applicable) Interested candidates kindly send a mail to angelina.francis@tcs.com", IT Services and IT Consulting, Mid-Senior level,Hyderabad,Telangana
.Net Developers,Tata Consultancy Services,On-site,Full-time,10001,"About the job TCS has always been in the spotlight for being adept in “the next big technologies”. What we can offer you is a space to explore varied technologies and quench your techie soul. Job Title: .Net Location: Bangalore / Mumbai / Chennai Experience Range: 3– 7 Years Job Description Must-Have ASP.Net, C#, WPF, WCF, SQL Server, MVC and flexible to work in shifts (Morning, General, Evening & Weekend shifts on-demand). Good-to-Have Angular 8, Oracle, Experience in creating CI/CD pipeline using Jenkins, Dockerization in Windows", IT Services and IT Consulting, Associate,Pune,Maharashtra
Data Analyst,Enfusion,On-site,Full-time,501,"About the job Enfusion is a pioneer in developing innovative, native cloud investment management software, analytics, and managed services for asset managers and hedge funds around the globe. We underpin the investment operations of fund managers from our global offices spanning four continents. Our unique, seamless, SaaS-based platform is reshaping the global investment operations landscape by removing traditional information boundaries and uniting the front-, middle- and back-office into one system, with one unified data set. Passionate about client service, we complement our software solutions with expert middle- and back-office managed services. In fact, we've been recognized as Best Managed Services Provider at the HFM EU Services Awards. We help fund managers around the world streamline their operations, mitigate risk, and improve transparency and reporting so they can confidently focus on what they do best – invest. As a company, we’re absolutely committed to the growth, development, and well-being of our people. Enfusion is where you can pursue your passion, showcase and further develop your skills, and launch a meaningful and rewarding career. If you're looking for a culture that is inclusive, collaborative, entrepreneurial, values diversity, fosters and rewards creative exploration, and strives to continually exceed client expectations then we're looking forward to hearing from you. Learn more about Enfusion by visiting www.enfusion.com and apply today! About Enfusion Institutional investment managers. Hedge funds. Family offices. No matter the firm or investment strategy, all asset managers share one thing in common: a single-minded pursuit to generate maximum returns for their investors. And the driving goal behind Enfusion is to harness the power of technology to remove the operational barriers that divert asset managers’ energy away from this fundamental task. Enfusion’s platform uses one golden source of truth to unify the front, middle, and back offices: from portfolio management and accounting all the way through to order management, execution management, and analytics. And we’ve built it specifically to run in the cloud. Why is cloud-native multi-tenant so important? Because it makes things possible at the operational level that other Software-as-a-Service solutions simply can’t. It ensures that portfolio managers can see what the trading desk sees. It makes weekly upgrades possible. It lets clients enter new asset classes effortlessly. But perhaps most importantly of all, it means that we never stop improving. www.enfusion.com Client Onboarding – Implementation Delivery The Implementation Delivery team is part of the Client Onboarding organization that plays a critical role in the initial set up and configuration of new clients onto the Enfusion platform. Static Data Team: The Implementation Delivery Static Data Team is responsible for setting up of static data as per client specification during the Client Onboarding stage. We also help in new setups and maintenance of static data elements for clients that have gone live. Line Of Business Client Onboarding Department Implementation Delivery Location(s): Mumbai Essential Roles And Responsibilities The candidate will be responsible to set up various aspects of the client data on to the Enfusion platform such as – User Setup, Fund Structure, Account and General Ledger Setups, Commissions and Market Charges Setup, Counterparty Setup.Setting up client Standard Settlement Instructions (SSI’s) and T+1 Reconciliation Reports.Work closely with global teams to understand client requirements while ensuring consistency and quality in the data setups.The analyst must have a keen attention to detail, multi-task, time management and ownership to ensure that client deadlines are met. Education And/or Work Experience Requirements Bachelor’s Degree in Finance, Accounting or Economics.4-7 years of experience in Static/Reference/Market Data.Good communication skills.Basic understanding of exchange traded and OTC financial instruments as well as the Trade Life Cycle. Must be flexible to work in night shifts . Enfusion offers a competitive compensation and benefits package, retirement and pension plans, and generous Paid Time Off policy; and paid parental leave. Other perks include commuter benefits, and an employee assistance program. All benefits and programs are subject to applicable eligibility requirements. Enfusion is fully committed to providing equal employment opportunity to job applicants and  in recruitment, hiring, employment, compensation, benefits, promotions, transfers, training, and all other terms and conditions of employment. Enfusion will not discriminate on the basis of age, race, color, gender, marital status, sexual orientation, gender identity, pregnancy, national origin, religion, veteran status, physical or mental disability, genetic information, creed, citizenship or any other status protected by laws or regulations in the locations where we do business. We endeavor to maintain a drug-free workplace.", Financial Services, Mid-Senior level,Mumbai,Maharashtra
Data Analyst,Tata Consultancy Services,On-site,Full-time,10001,"About the job Greetings from TATA Consultancy Services!! TCS is hiring for Informatica Developer Job Title: Informatica Developer Location: PAN INDIA Experience Range: 2 - 6 Years Education: Minimum 15 years of full time education (10th, 12th and Graduation) Job Description:TCS has always been in the spotlight for being adept in the next big technologies. What we can offer you is a space to explore varied technologies and quench your techie soul. Responsibilities:Good Knowledge in Data Warehouse and Database concepts.Expert in Informatica Power center concepts.Gather requirements to define data definitions, transformation logic, and data model logical and physical designs, data flow, and process.Design, develop, and test data processes per business requirements, following the development standards and best practices as well as participate in code peer reviews to ensure our applications comply with best practices.Work with business analysts to gather business requirements from end users and translate them into technical specifications.To be responsible for providing technical guidance / solutions.Provide estimates for development.Test solutions to validate whether requirements have been met; develop test plans, test scripts, and test conditions based on the business and system requirements. Skills:Experience in ETL development using Informatica PowerCenter, PowerCenter 9.x, 10.xExperience in Designing Extract Load Transform ETL solutions for data migration or data integrationExperience in Structure Query Language SQLStrong Informatica technical knowledge in the areas on Informatica Designer Components -Source Analyzer, Mapping Designer & Mapplet Designer, Transformation Developer, Workflow Manager, Workflow Monitor.Analyze, design, implement and test medium to complex mappings independently. Ability to design and implement easily scalable ETL componentsStrong SQL and related skills. Ability to develop and implement complex procedures and packages using Oracle PL/SQL.Experience in parameter file concepts.Experience in transformations like Source qualifier, joiners, union, aggregator, sorter, expression, transaction control, XML transformation, lookups, etcExperience with Informatica Advanced Techniques Dynamic Caching, Memory Management, Parallel Processing to increase Performance throughput", IT Services and IT Consulting, Mid-Senior level,Pune,Maharashtra
Node Js Developer,Tata Consultancy Services,On-site,Full-time,10001,"About the job Greetings from TCS !!! TCS presents an excellent opportunity for Node Js Experience (Yrs) : 2-6 yearsLocation : PAN IndiaMandatory Skills: Javascript, Typescript, Node JS, Aws lambda Responsibilities:Passionate about JavaScript and Typescript.Commercial experience with Node JS building GraphQL and REST APIs. (Postman is your surname).Experience with AWS Lambda + Serverless FrameworkExperience with web frameworks, NoSQL Databases. We use MiddyJS (like Express for serverless) and Snowflake/MongoDB here.Experience writing unit and integration tests. Excellent communication and collaboration skills. Interested professionals send your updated CV & the below details at the earliest:· Total Experience: • Relevant Experience: • Education or career gap (if any): • EP Reference Number (if already registered with TCS) –• Attended TCS interview before if any mention the details• Current and Preferred Location: • Contact number• Highest Education (Full Time) :• University name and year of graduation:• Current Organisation Name:• Current CTC and expected CTC• Notice Period: You can share your resumes with subject line ""Node js"" to sivaranjani.pr@tcs.com Regards,Sivaranjani PR,HR TAG,TCS.", IT Services and IT Consulting, Associate,Bengaluru,Karnataka
SQL Developer,BioUrja Group,On-site,Full-time,501,"About the job Position Title: SQL Developer General Description The Developer shall work with the analysts to develop and maintain automation tools primarily to facilitate analysis and dataflow. The activities shall cover a wide range. It shall involve extracting, transforming, and loading the data from various vendors and resources to databases, maintaining consistency in data sources..Essential Job FunctionsWork with stakeholders to assist with data related technical issues and support their data reporting and analytical needsPerform data integrity, quality, and audit checksPrototype and build dashboards integrating multiple data sourcesWrite complex SQL queries and stored procedures to provide data to business owners and applicationsCreate, publish, and maintain ETL jobsData mining techniques using Analytical SQLCreate, maintain, and optimize views and SQL queriesMake sure accurate data is pushed to Tableau in a timely mannerWell versed with Snowflake & AZURE ArchitectureShould be able to create Snowflake Tasks, UDFShould have the knowledge of time travel and fail safe Other Skills & AbilitiesMust have the ability to multi-task and organize effectively.Willing to do the detailed work necessary to ensure the success of a project. Bachelor’s in engineering or Technology at a reputed University.3+ years’ experience at a major software development company or Team.Advanced knowledge & experience of programming in SQL Server - stored procedures, views and SSIS.Knowledge of reporting tools - Tableau Server/ Tableau Desktop/ Power BI.Entrepreneurial spirit and ability to get things done under pressure.Desire to work in a team-oriented culture.", Oil and Gas, Mid-Senior level,Indore,Madhya Pradesh
